lat,lon
61.35587,16.43377
59.25538,15.20569
57.70942,12.96817
59.929065,10.773819
58.628724,8.859947
50.85437,3.60589
50.91137,5.08551
59.878712,11.564446
53.498485,48.984215
51.568099,36.086698
54.482323,21.519489
54.36179,36.207947
54.06559,27.23391
50.206156,20.524859
55.240055,42.189876
53.146446,34.540274
42.485943,-83.992402
52.077545,23.700214
55.570149,37.558778
57.891089,25.331143
50.960023,39.311113
53.949269,27.749108
56.785595,60.644905
43.191119,77.035643
53.431304,25.738513
43.023548,77.151663
54.016123,21.59105
55.416387,37.778958
54.760777,37.250335
55.662255,14.273435
44.605892,-124.065933
47.055908,-120.776993
55.583919,37.723006
53.876854,30.384516
43.465745,-79.686783
53.940563,-2.342495
55.940375,37.79667
54.685695,20.450845
54.206403,-0.974178
52.463796,16.930155
54.871566,38.602887
42.660507,-80.475876
55.530775,27.070899
49.093889,11.846329
43.693222,-71.634567
54.334517,28.264273
39.985139,-8.459383
56.321832,36.746899
41.6554,1.845485
39.780828,32.825336
54.082103,13.907968
56.673967,26.877947
55.791008,37.76416
37.993115,-1.162368
53.21502,50.194243
42.951429,-81.219098
53.73225,50.844125
56.267155,44.417905
52.829387,45.998298
52.557727,17.186343
41.620604,1.50603
59.27854,14.88601
59.71709,16.41679
59.61656,17.71071
57.22998,12.16349
56.00967,13.33019
59.42034,17.90184
57.75128,11.94758
59.580549,10.669928
59.834884,10.494964
59.787969,9.900917
61.586949,21.670388
60.68935,24.79122
50.8554,4.44631
50.9147,5.34063
51.42476,4.52373
45.433767,-73.273644
55.933282,37.300997
48.608952,26.772728
46.248953,-62.886438
35.780284,-106.272268
49.202422,31.71897
44.228046,3.996698
50.634977,10.809263
44.388988,-79.684212
46.203011,-63.282936
54.938282,39.220214
46.501164,-63.989201
55.688073,37.743095
54.062069,27.72333
55.169991,37.460464
56.107761,36.563678
55.033666,73.483777
49.460653,29.501394
54.14293,37.38861
46.274191,-63.092284
53.27296,34.376979
32.740067,-16.886708
49.807841,21.387893
49.045045,15.476245
43.304317,-79.798737
45.509571,-76.290929
52.369255,14.557772
54.757442,38.872672
-29.779814,151.349628
54.12111,17.154855
31.492947,-5.949403
57.553339,27.222346
43.73217,-71.32235
44.280892,41.54143
42.856155,-72.772457
44.127896,-77.819864
55.745579,38.040287
51.237152,0.767971
51.567926,32.762367
55.519388,36.231828
60.340444,30.493585
58.1019,11.82999
55.52103,13.23259
59.7236,14.16696
56.92342,12.36373
58.79391,17.85416
56.41821,13.83556
57.34219,12.2477
59.98213,18.44882
58.8154,13.93159
59.37039,16.7875
55.6929,13.73526
58.886238,5.603924
63.456511,10.44508
58.286459,8.486322
60.054743,10.316343
58.974299,9.878567
50.93521,3.84974
57.81236,14.15262
44.287425,-78.170395
54.387719,48.556295
53.128936,8.910203
-40.669368,174.000354
53.850201,11.144665
48.861454,9.396701
49.413429,8.508396
48.783619,9.692008
-36.229753,146.949161
-37.6658,141.663122
57.818323,41.461008
55.6897,13.49295
60.86793,21.485162
57.33448,14.46772
59.22587,17.95171
58.24799,11.44533
-44.18257,169.04098
45.953938,-74.201453
44.556381,-64.204704
-38.352126,146.410589
-33.706913,150.595668
-40.907794,175.085461
9.550519,-83.807466
-38.113109,176.31011
55.372739,41.778756
9.28174,76.7716
9.97674,77.06004
9.16743,76.59107
9.03945,76.64916
57.702957,12.437869
50.75,5.7
59.8151,16.14286
45.061695,34.388563
44.348388,-78.297883
-36.38278,148.370311
-42.856777,172.528876
-1.379839,-78.598462
0.593188,-77.732752
-2.930303,-78.77925
-3.016667,-78.733333
60.286812,22.299376
60.00321,13.96278
58.3387,13.72716
-33.731211,151.058711
48.286324,9.015569
49.500828,8.165116
53.137628,48.83821
-34.222537,150.661973
23.42324,77.20827
-44.41036,171.25366
59.053337,10.447595
57.92744,13.13359
59.349213,10.688281
-38.633095,-72.21177
44.971862,-64.061184
-45.138725,170.107681
-49.40073,-72.87503
-33.434833,149.554786
58.51819,11.26526
-34.759366,149.719679
36.438755,-115.360108
-38.909058,175.756073
36.111971,-97.07354
55.68402,13.05731
31.498553,-99.644204
55.475971,9.659811
50.284541,13.856109
-42.36836,173.593344
37.780148,-89.253404
45.600405,-73.88028
43.472125,-3.802863
33.175528,-117.210877
33.970749,-117.334876
43.117639,11.859613
45.038485,5.108317
-46.892173,168.130058
42.545228,-6.605382
49.69352,8.361444
51.481491,6.782169
40.639645,-111.786822
52.992566,48.456714
53.595944,49.795228
43.381369,77.187411
56.70932,14.76849
59.53942,15.58187
47.15052,8.26271
46.357179,-62.261657
-41.34889,173.654568
52.140051,1.060102
33.410133,-97.636747
51.19884,-2.452211
51.5,5.3
52.3,5.5
51.4,4.9
51.55,3.45
51.9,5.35
51.4,5.8
51.8,5.0
